,org_label,text,label
1368,0,višňová s chilli,2
1369,0,"ale je vidět, že bez iPhone to nejde, i když ho O2 nenabízí :) :)",2
1370,n,"já budu hlavně ve Finsku a tam kofola není, bůů",0
1371,0,zatracené iPhony :),2
1372,n,Půl kila zeleninového salátu za poloviční cenu toho Vašeho s jedním kouskme rajčete :D,0
1373,0,"Dobrý den.Kdy bude možné si alespoň předběžně objednat telefon HTC 8S a v jakých barvách ho budete nabízet,bude i modré provedení?Děkuji",2
1374,p,♥ užaná čistá vuně !!!!,1
1375,0,"Jak jinak, zájem je obrovský a opět by nebylo pro všechny....",2
1376,0,"Krabičky jsou plné,neboť parfémy se mají skladovat ve tmě.Všeobecně známá informace!",2
1377,0,Muzete mi rick kolik bych mohl dostat za Nokii 5800XM v TOP stavu?,2
1378,n,"v Anglii se už taky neprodává ( vlastně jo, ale na vybraných místech, co neznám ), tak jsem taky v p****",0
1379,n,"Již druhý den nefunguje síť Vodafone v Podbořanech. Od operátora nikdo nedostal žádné upozornění. zajímalo by mě, co se děje.",0
1380,0,Chybí mi už jenom 1 bod prosííím - 1534006066,2
1381,0,"Jen dotázek, kdy se začnou dárečky rozesílat 8-)",2
1382,n,"bohužel, už byl starý a nemocný bylo to tak lepší",0
1383,0,akurát pijem :),2
1384,p,To jsou slaďouši :),1
1385,n,Od kdy máte licenci na UMTS? Od roku 2001? To nejste schopní za 11 let pokrýt signálem celou republiku? Proč vám to tak trvá?,0
1386,0,"my máme odstávku teplé vody, tohle mám doma ráno a večer ;)",2
1387,0,"Me by jen zajmalo proc je reklama na velikonoce, kdyz je teprv listopad a budou vanoce",2
1388,n,Přesně tak. aspon by mohli dát slevu když to všechno stojí za hovno.,0
1389,0,taky mám jedny fousí,2
1390,p,"... když ji miluješ, není co řešit .... :-) taťulda :-) :-) :-)",1
1391,0,"já nevim proč, ale vždycky když si ho dam a jsem nalitej, tak ho hodim zpět :D",2
1392,p,nejj nápoj na světě!!!!!!!!!!!! ♥,1
1393,n,"Jejda, jejda, co já bych za nějakou novou xperii dal!!! Ale jsem moc daleko... dokonce v jiném kraji.",0
1394,p,"Jinak teda se samoobsluhou KLOBOUK DOLŮ!! Pokud pošlape tak jak teď, paráda... +",1
1395,p,"jediná reklama, která neomrzí ...",1
1396,0,a co takhle ho udelat v čekym krumlove co....,2
1397,0,nejdou mi vytisknout,2
1398,n,"Vodafone maže negativní komentáře, Dobrý toto",0
1399,n,"také se setkávám s lidma, kterým to nefunguje!!!!!!!",0
1400,n,A že nemám ke službě přístup je co?,0
1401,p,Jsou supr. Nemá to chybu-ty jejich reklamy :-),1
1402,n,Fer neni ani vase samoobsluha... Uvazuji kdy naposledy fungovala bez problemu....,0
1403,p,to máte štěstí :-),1
1404,0,Jeste ze jsem na matersky :-D,2
1405,n,"ty vole, přetížen, se mi snad zdá :-(((",0
1406,0,"Chci se zeptat, jak to bude s Nano-SIM, kdy bude možnost provést výměnu?",2
1407,0,"Jestli za měsíc nebudu pít aspoň kakao z milka hrnku, tak se střelím. :D",2
1408,0,ja vám ho pošlem,2
1409,0,Dobrej chtěla bych se zeptati jak se daří lehvartímu koťátku a kdybychom ho mohli vidět???,2
1410,0,"necelých 10,- kč za 0,5 l Plzně normální cena ? možná tak před 20 lety :)",2
1411,0,No běhal mi z toho mráz po zádech. Taková bitka. Zajímalo by mě co si o tom všem myslí Bikira. Snad na ní budou hodní :),2
1412,0,"Kijivu ma smulu, ze ji z postylky vyleze :)",2
1413,n,Jitka Er: asi vas nikdy nevypnul... A posledni vypadek site ste asi taky nezjistila... Je videt ze telefon ani nepouzivate....,0
1414,p,"gratuluji,kde jsou k vidění tito nádherní ptáci?",1
1415,0,"nabídli mi neomezené volání a sms na 5 čísel, a kredit 300 za 250kč",2
1416,0,"měla jsem kamaráda, který dal do pusy tři najednou, to bylo neskutečné",2
1417,p,"Já tam byla minulej čtvrtek s moji čubou a jejími rodiči, sme slavili 1 narozky a hned jak to půjde tam půjdem znova. I ona má permanentku",1
1418,p,už aby ty sněhuláci byli na každým rokhu a aspon metr snehu všude okolo.. yes!!!,1
1419,0,Kamarádka má narozkyx tak si jdu kní vypít flašku a zakouřit,2
1420,0,"Mělo být se má ve Stuttgartu dobře, i když vlastní máma tam není",2
1421,n,"No, napsala jsem tip a nikde ho tam nevidím, ale píše mi to,že už jsem tipovala. Je to nějaké podivné.....???!!",0
1422,0,"Oskárek na Androidu ;-) taky moc často používám :-) klasickou sms jen když potřebuju nutně vědět, že byla doručena :-)",2
1423,p,"dobře, děkuji za rychlo odpověď ... to určitě stihnu :-) chci objednávat až někdy v září až v říjnu :-)",1
1424,0,"Přehled odeslaných a přijatých sms, a provolaných minut :) a tak podobně podrobně :)",2
1425,0,"Zmátlo mě to, že ""lze zboží vrátit osobně v místě, kde jste je zakoupili""... Takže díky a příjemný pracovní víkend :-)",2
1426,0,"no to mi pošta nedá chtěj občanku,pošťák co to rozváží ti to dá ale jak to je na poště máš smůlu když tam je jiný příjmení",2
1427,n,":,( škoda, že jsem nemocná :,(",0
1428,n,"škoda jen, že z týhle boudy je to ke kabince pěkně daleko pěšky :(",0
1429,0,"když vám řeknu, že ho ještě mám?? :D",2
1430,0,"Bohužel, body už jsem rozdělila",2
1431,n,kdybyste radeji venoval cas novym technologiim treba budovani LTE nez pofidernim soutezim….,0
1432,0,"to: Lůca Tyrnerová Ano, poslal jsem zpět samozdřejmně správnou odpověď a to ""Žádný"". Je pravda, že zatím žádná odezva.",2
1433,p,Všechno nejlepší :),1
1434,0,"na internetu dokonce píší brněnská zoo Lešná,přitom ta je ve Zlíně",2
1435,0,"Jo taky bych potřebovala nějakej optimistickej seriál, ideálně aby mi vydržel minimálně do jara...",2
1436,0,"zajímavé že sousedka od kámoše už byla přijata do McDonalds Havířov někdy před rokem,ale nakonec to všechno zrušili",2
1437,0,Anděl neni v centru Prahy????? bydlela jsem v Praze pet elt a tohle je docela novinka :-D,2
1438,0,Tak tak kočena má famózní díru mezi zubama :-))),2
1439,n,"jo jo sliby se slibují, blázni se radují, tak už to u nás chodí...taky mě s..ou",0
1440,0,Je toho vela !!!! :),2
1441,p,jo sou výborný :) včera sem ho dostal a na dně byl ještě zbytek kafe .... fakt děkuju to nemuselo být :),1
1442,p,krásná fotka..,1
1443,0,Plyšový lední medvěd :),2
1444,n,Myslím že by to chtělo nějakou kompenzaci...,0
1445,n,"Prosím, kdo vyhrál v soutěži z 26. listopadu 200 Kč kupón? Nějak zapomínáte vyhlašovat.",0
1446,0,taky jeho profese IT mluví za vše :-),2
1447,p,"sice taky děti nemám ale nápad dobrý, i pro školáky...",1
1448,n,"V plzeňském kraji není výpadek signálu, to Vám byl aktivován Férový tarif Volám jen 29. února.",0
1449,0,"jj, moje máti taky měla moschus :D :D",2
1450,0,"Prosím nezbylo někomu pár bodíků,které už nevyužije? Chybí nám 4 na tabulku pro špuntíka.. Děkuji moc č. 1944482366",2
1451,0,já to chápu.ale když se píše 26.6. tak jsem to chápala tak že od rána....,2
1452,0,"Podle toho, co tu čtu , to vypadá že minimálně třetina lidí přestane chodit vůbec, Takže z ekonomického hlediska na tom budou hůř než byli.",2
1453,0,sháním 3x písmenko T,2
1454,n,"jakub: nepripadas si jako debil, diktovat si podminky, kdyz se ti nekdo chysta neco dat?",0
1455,p,Dnes jsem získal při koupi dvou Kofol v Poličce :),1
1456,n,šílená fakta:to je smutný.,0
1457,0,Gratulace :). .... Eliška nás koukám dál pěkně napíná :(((,2
1458,n,má každý obočí úplně jiný...:),0
1459,0,protoze ví co jí čeká :D,2
1460,p,Reklama dost dobrá:,1
1461,n,"To se mi nelíbí,mě se líbí jiné věci.",0
1462,0,těch pár jmen by se tam vešlo.. ve výběhu jednoho druhu není až tak velký počet zvířat..,2
1463,0,"Dobrý den, sháním melounovou vůni...poradíte? ( kde by byl meloun hlavní složkou nebo aspoň převažoval ve složení) děkuji",2
1464,n,"volam v 17:43 a pry jsem se dovolala mimo pracovni dobu, ktera je ve vsedni dny do 18:00...aha...",0
1465,n,"No, ale tu fotecku anorekticky jste mohli vynechat, mozna by se vam prihlasilo i vic lidicek ;)",0
1466,0,Tak to je asi to jediné :-D,2
1467,n,zas mě ten čurák zdrhl !!!!,0
1468,p,Výborné ceny :)!!!!,1
1469,0,Můžete sem někdo dát link na ty už proběhlé akce? Díky,2
1470,0,"Pavlína Fléglová tak to bych Ti přála abys v tom autě za mnou byla ty, až budu přehrabovat celou objednávku a hledat ten mini pytlíček :oDD",2
1471,0,"Dobrý den, chtěl bych se zeptat, kdy bude uvolněna aktualizace pro HTC One S?",2
1472,0,Karamelovou milku mám pocit že už máme,2
1473,p,"skvělej nápad! také se přidám, mám dva...",1
1474,p,dobře děkuji :),1
1475,n,kéž by to vypadalo stejně jako na tom obrázku =D,0
1476,0,Skolek: ano je to typ ruční pilky..a říká se tomu tak dlouho...OCASKA,2
1477,0,"Chci bílý ten samý,vím že bude k mání ale až za dlouho a třeba by chtěl někdo vyměnit.",2
1478,0,"Milý Slevomate, hodil by se mi strojek na těstoviny, co takle nějakou akcičku? ;) Prosím prosím :)",2
1479,n,Kdypak nám postavíte mekáč v okolí České Třebové? Do PCE a HK na cheese to je daleko :(,0
1480,0,"ono je něco navíc za placení kupony? já je taky využívám, ale nikdo mi nic u pultu nenabídl...",2
1481,0,"jakube tak z tvyho prispevku chapu jen to, ze by tam nemeli chodit lidi aby zamestnanci stihali...",2
1482,0,Super akce k Valentynu by bylo zvyseni FUP limitu!,2
1483,p,všechno nejlepší k narozeninám,1
1484,n,"Je jim to jedno...hlavně, že platíte...",0
1485,0,"Kdo by měl kódy na víc a chtěl by si troufnout na jemnost tak mé ID je 1380911028, Moc děkuji :D",2
1486,0,"Dobrý den, kdy budete prosím zveřejňovat výsledky vánoční soutěže? Děkuji :-)",2
1487,0,Ja chci taky piva :) Nejlepe do Pubu v Praze :),2
1488,0,"už jsem ten příspěvek dávala a zmizel,proto se ptám:-)",2
1489,0,"Za kolik by jste chtěla to povlečení prodat,mám o něj zájem.",2
1490,p,"Díky, poslal jsem formulář emailem:-)",1
1491,0,"Ano,to je snadnější,když se nevyjádří sám pan ředitel Bobek:) Lidé si vždy vybírají tu,pro ně nejschůdnější variantu:( Logicky:)",2
1492,n,pikantni omáčka kterou si střikneš do zadečku a pak vytlačiš na maso a pak mužes vesele podavat,0
1493,0,"Zůstanu s vámi, pokud mi nabídnete něco podobného za stejné peníze. Dotaz odeslán.",2
1494,0,Honzík Škubánek: Souhlas :-)) Mřížky jsou moc dobré a když na to někdo nemá tak ať si je dělá doma sám a nechodí do McD,2
1495,0,"škoda češi prohraly,tešylas na rusko-česko)))))",2
1496,n,"tady se člověk asi odpovědi nedočká, zda ještě skleničky k menu dávají :-(",0
1497,0,jsou to jen slovix,2
1498,0,patnácté narozeniny čili před jedenácti roky :D,2
1499,p,"no já nutně potřebuji ten mobilek,.. samsuuung :)",1
1500,n,"zatim cekam doma u pocitace na stastnou chvilku, zatim se mi nedari ji zachytit :(",0
1501,0,A bude možno koupit voucher do posilovny v Radlicích do té dnešní půlnoci?! Ráda bych to s mamkou stihla!,2
1502,0,"a jak se pozná, že je někdo prvňák? má vypálený na čele cejch? :D",2
1503,n,Ono i na tom slovenksu je to lepší..,0
1504,0,Praha -Černý most :-),2
1505,0,já já já NE jenom já :),2
1506,0,"Teď už tam stejně není počasí na válení se u moře, takže já si raději počkám :)",2
1507,n,"no co, to je vyčůranost...mnozí lidé o akci nevědí, tak toho využívají...",0
1508,0,"Tak, odpovědi odeslány.. :P",2
1509,p,všechno nejlepšíííí :-D,1
1510,0,hej mě taky :D,2
1511,0,Zrovna onich mluvily dneska na prime ve zpravach,2
1512,n,No když to nestihnou do unora tak odchazim. Protoze lhat je z jejich strany drzost,0
1513,p,taky jsem si už zahrála:-),1
1514,0,"fuj, mám se ráda, už teď mám žaludek na vodě, nerva, musím jít sníst něco sladkého :-)))))",2
1515,0,nic nebylo,2
1516,0,@Dana Pačandová - ještě ráno jsem taky nechápal jak je to možný...,2
1517,0,"jestli se nepletu tak do 14-dnů můžete zboží vrátit bez udání důvodu pokud ho nemáte na slouvu soerátorem, to pak nevím jak se řeší",2
1518,0,co udělat akci na 100ml :),2
1519,p,"přesně tak je nejlepší ,ani minutu bez ní :-)",1
1520,0,Dobry den jake mate vyhody na internety na doma?,2
1521,0,no to by to muselo jít aby se dalo hrát,2
1522,n,"jj asi nějaký podivný výpadek, už jsem si myslela, že zase telefon na prd, ale to na prd tentokrát operátor :D",0
1523,p,"i vám,vonící Voníci :-)))) krásné ráno i den celičký :-)",1
1524,n,vzdyt potom budete tlusty,0
1525,n,"díky bohu, že jsem potetovanej od hlavy až k patě a nemůže si mě nikdo splést s takovými pomatenci o_O",0
1526,n,"A pak většina obyvatelstva stěžuje, že finančně nevychází! Ne, jsou finančně nezodpovědní a negramotní!",0
1527,0,Ne Zuzí naopak zdražovat aby meli na moderní hračky:))),2
1528,p,:-) Moc díky za nedělní soutěž :-),1
1529,0,"to je, ale stejně mi ty kredity propadnou, právě na toto jsem je chtěla uplatnit, neřeší to problém :)",2
1530,p,naprosto luxusní vůně ***,1
1531,p,no to jsou kuřátka..to nemá chybu :),1
1532,0,"Když si na předplacené kartě zaktivuji internet za 40 kč na jeden týden, jaké je počítání času ? Je to kalendářní týden, nebo 7 dní ?",2
1533,0,"ted jsem zjistila že je to dočasné, asi přetížením .. až mi to hlášku zase napíše určitě přepošlu",2
1534,0,"Je něco pravdy na tom, že v Nové Karolině má být nový Mc? Moc tomu nevěřím:-)",2
1535,n,asi férově odejdu ke konkurenci a pro jistotu k zahraničnimu :D,0
1536,0,"Sokolská 1555/19 ,Praha 2 - Nové Město",2
1537,0,"Roman se nediv , když je to Magnum :)",2
1538,0,Jenom sms? čekal jsem měsíc neomezenj paušál grátis :D,2
1539,0,Po roce boje bych si zasloužila aspoň cenu za vytrvalost :D,2
1540,p,nádherná jemná vůně,1
1541,0,"Zdravím, chtěla bych se zeptat, jestli budou sobíci i v Českém Těšíne ?",2
1542,0,"ahoj, jsem z Ostravy a sháním H, L, E a U nemáte někdo něco?? vyměním nebo koupím.. děkuji",2
1543,p,nádherná vůně :o),1
1544,p,Mám jí už několik měsíců :),1
1545,0,Asi pujde Kacenka na kachnicky...,2
1546,n,"Mrkněte do smlouvy, co jste si s nima ujednal za ""kvalitní a rychlé"" služby.",0
1547,p,Máme úplně ty samý:-***,1
1548,0,kam to máme dát ??,2
1549,p,nejlepší je s rumem :-D,1
1550,0,"už si toho nechte,jsou tu shody příjmení,ne jedna rodina",2
1551,0,konečně zase skořicová???? mohla by :),2
1552,0,:D a není to jedno? :D,2
1553,0,Nemáte ještě nějaké body?,2
1554,0,"Je pravda,že reklama je na hraně, ale proč ne ?",2
1555,0,a jaka rychlost je u UMTS ?,2
1556,0,tak to je malá Maruška? :) nebo jak jako hrošík...!,2
1557,n,Banda zlodějů ten Vodafone...,0
1558,0,"Dobrý večer,chci se zeptat kdy bude iphone 5 skladem a zda si ho budu moci již objednat přes eshop samostatně bez tarifu.",2
1559,n,"Ano, ale když se toto stane tak operátor řekne jejda zrovna tyto údaje tu nemáme oni jsou fuč nevíme proč. Toto je jenání operátoru",0
1560,0,"Chtěl sem se zeptat, zda-li mohu výhru poslat kamarádce v případě výhry. Díky za podpověď.",2
1561,0,Taky mám Téčko =),2
1562,0,A pujde oriznout do S3?,2
1563,0,"Mně se zdá cena Ok :) a vůně též, akorát já jsem zastáncem kombinace levnějších deodorantů a dražších vůní :)",2
1564,0,Kdyz uz mame pivni polevku... Hm?,2
1565,p,to bude opět parádní mňamkáááá :-))) už se těším :-),1
1566,0,"Ale je,kam na tyhle “dedukce“ chodíte?:( Je krásně a teplo,takže proč se hrnout do města,do Zoo?",2
1567,0,"Dobrý večer, chci se zeptat, chováte v zoo muntžaka malého?",2
1568,p,jednoznačně s celými lískovými oříšky :-) tu miluju :-),1
1569,p,i já přeji všem krásné rano a nyní již i krásný zbytek dne..:)),1
1570,0,pevná linka?,2
1571,0,taky chci obraz :),2
1572,0,"nemám v něm cracknutý ani firmware ani žádnou jinou část.. vše je originál, tedy nevidím problém na mé straně..",2
1573,0,"Nee, když nejde proud, tak mají rozvodný podniky linky tak přetížený, že se nedovoláš :-)",2
1574,0,"Dobrý,jdu volat Zadara.",2
1575,p,"Hmm, zrovna si pochutnávám na řádně vychlazené kofole :) :p",1
1576,n,Od doby pěnokníra čekáme na kofolu jako na pivo... :(,0
1577,n,jeden z těch hnusnějších...,0
1578,p,"Přeji, aby se orangutánkům v Bratislavě líbilo.",1
1579,0,"A pokud je to Paris, pak bych to sklonila jako ""Parida"". Ale to je asi jenom věc názoru, možná se smí obojí.",2
1580,n,"Ja mam sony ericsson x10 mini pro a take mi to nejde, hlasi, ze Polozka nebyla nalezena :-(",0
1581,n,"opět: k čemu je mi rychlost, pokud existuje FUP? Pak rychlost ABSOLUTNĚ ztrácí smysl.",0
1582,0,"vypadá to,že šli dělat hají...musí nabrat sílu",2
1583,p,"Já nekojit, tak do toho jdu. :)",1
1584,n,stále sem se nedočkal odpovědi :),0
1585,n,Dobry den vyhrala jsem s valentynem mika privesek ale do dnes mi neprisel.Prosim o odpoved zda jeste prijde.,0
1586,n,"Co jsem tam delali? Co jsme tam dávali? Povídej rád se poučím, co děláme o čem asi nevim ?! Jsem zvedavej co mi reknes.",0
1587,0,qwerty jako co jinyho ?,2
1588,n,Jeste si nechte tu prostatu vysetrim vy kniraci.,0
1589,0,škoda že taje jen co se dostane do ruky:D,2
1590,0,co to je hroch????trochu mu přerostly chlupy ne??:_DDDDDDDD,2
1591,0,piste prosim zpravy!,2
1592,n,"no, mě to nabízeli taky, tak jsem se optala, jestli mi k tomu dají zesilovač signálu, když u nás nechytáme ani ťuk, na to jen blekotal :-)",0
1593,n,"Co dostanu jako vánoční dárek já, který má ""S námí 1490"", smlouva aktivní,... ? Každej něco dostane já asi prd",0
1594,p,"Jinak samozřejmě holkám přeju, ať si v novém výběhu užívají sluníčka a ať se jim tam líbí :-)",1
1595,n,"ale jinak je kofola moc dobrá.... , když do ní nastrouháte nějaký pilule.",0
1596,p,to je kvásný!,1
1597,p,Úžasný obchůdek:) - kdy můžu u Vás očekávat novinku od Lancome Tresor IN LOVE?:) Anebo Giorgio Armani Code summer? :),1
1598,0,teď jsem se na aukro díval je jich tam fakt hodně všecny zakoupeny většina nových nerozbalených od O2 :),2
1599,0,"jen si hezky zabesídkujte, práce ještě bude habakuk :)",2
1600,0,Od kdy? Na webu o tom není ani zmínka...,2
1601,p,Hezký večer.,1
1602,0,"Adrianko, trochu výše jsem jednomu uživateli odpověděl. Zkus si to přečíst bez spekulací :)",2
1603,0,"není, to je voda :D kofola je jenom upita",2
1604,0,Ten kdo žere v mekáči nemůže bejt zase tak špatně placenej. To jídlo totiž nejlevnější není. :-),2
1605,0,Novou příchuť? : D,2
1606,0,"Nemáte někdo dkleničky na výměnu? Potřebovala bych modrou , červenou a fialovou. vyměním za světle zelenou nebo šedou.",2
1607,p,a já už ho máám :D,1
1608,0,vožrat se jak dobytci,2
1609,n,chci zpátky normální chickenburger!!!!!!!!!!!!,0
1610,0,Mc guláš by nebyl?,2
1611,0,pochopim že se fotí s těma holčinama ale ne s tím telefonem:-),2
1612,n,Prosím o smazání příspěvku od Wenca Konopnik!,0
1613,p,"Už ji mám, díky :)",1
1614,0,"to bych si koupil dum, auto a naky ty sudy kofoly :D",2
1615,p,"Velká gratulace, Balón opět dokázal své obrovské pracovní nasazení :-)",1
1616,0,oni vzádu sou lesy :D a břízy a smrky :D a ono to bude Dubaj :D no poserte mi :D,2
1617,p,"Všechno nejlepší k svátku milý Vodafone, at se Ti i nadále na poli mobilů stále tak daří:-):-):-):-)",1
1618,p,"zlatá holka, prostě super, obdivuhodný výkon",1
1619,0,"Radi provokujete, co? ;)",2
1620,0,koupim R nebo X nabidnu lákavou částku,2
1621,0,"Tak další dobrý úlet , reklamky tohoto typu dobře pobaví , no a co se týče volání - tak nejraději volám z okna.",2
1622,p,"tento parfém mám a voní celkem hezky,akorát mě stál méně..",1
1623,n,"A pak že světovej operátor, břídil to je a ještě hloupej jako ti králíci.",0
1624,0,vedle mě v poličce :D,2
1625,0,lool já chci taky!! =(,2
1626,n,"Doufam, ze O2 do aukce radeji ani nevstoupi. Rad bych konecne presel k operatorovi, co si dokaze vazit platiciho klienta",0
1627,n,a ještě bych se chtěl zeptat jak je možné kdyř zapnu tv tak internet je tak pomalej že se na něm nedá pracovat,0
1628,n,tak ani Karlovi Vary nejdou tak že koukám že to bude všade . Jsem zvědavá jaká přijde omluva zákazníkům asi nulová že .,0
1629,0,no pokud nevyhrajete věcnou cenu tak můžete zkouštět štěstí ale pokud vyhrajete tak máte smůlu,2
1630,p,mám i intense a je taky úžasná :-),1
1631,p,přišli rok bych viděl nějakou skořice a jablko :D ale na originál žádná nemá šanci - the best,1
1632,p,outspoken by fergie je nejlepší!:)),1
1633,0,ještě tam je (cbo),2
1634,0,nebo jestli nový flakon (2009) voní stejně?? děkuju,2
1635,p,"..žádné, mne se libi Prim ze Šternberku.. :o)))",1
1636,0,"nebo ještě lepší nechodit spát vůbec :D ,ale zase to pondělí je o něco horší :)",2
1637,0,Power Plate bychom chtěli i my v Brně :-),2
1638,0,Poslala jsem zbylé 2,2
1639,p,"novinka? Super :) od kdy je v prodeji, už teď?",1
1640,p,lepší vuni neznám,1
1641,0,"Shinda si pochutnala a rozdelila se i s celou svojí rodinou, hodná holka....",2
1642,p,"už mám objednáno, tak jsem zvědavá :-)",1
1643,p,ZOO v Praze je naším nejnavštěvovanějším místem již velmi dlouho a je úžasné sledovat její proměny.,1
1644,p,"kofola je lepčí, než cocacola :)",1
1645,0,"Terezie Čermáková má své yes yes yes uvedené již výše a Eva Holečkové svůj příspěvek, že má telefon od Vánoc, má tady v komentech už také.",2
1646,p,"S Milkou velice ráda soutěžím, vždy se jedná o pěkné výhry.",1
1647,0,"když Vám to nejde, najděte jinou firmu na opravy( ne Pata a Mata )",2
1648,n,není nějak moc vychrtlá?? :-o,0
1649,0,"Petr Salamon: no to by sice také mohl, ale tady jde uplně o něco jiné :D",2
1650,0,prohledávát všechny ty nabídky to chce odvahu :-),2
1651,n,:-( logicky ...smutno... :-(( ještě nesmutněji... :-((( blbý.... ještě blbější.... to ví snad každěj rákčů :-)))),0
1652,p, úžasnej tygřík :)  :DD,1
1653,n,Aneb co by copywriter pro nadpis neudělal že....,0
1654,0,:-D protože my v čechách to zvládáme i bez návodu. :),2
1655,n,"smažák s houskou prostě ne, nejnechutnější kombinace co jsem kdy jedl kdyby to dali prostě s hranolkama..",0
1656,p,Též krásné ráno u nás se sluníčkem :-),1
1657,0,"Ahoj,kolik by stál telefon HTC Desire C s tarifem o2 kůl??Děkuji za odpoveď!",2
1658,0,"ještě Kladno, ještě Kladno :))",2
1659,p,moc dobrý pití jsme s alofok :),1
1660,p,Juuu zlatousek roztomily. Pan buh pozehnej :-*,1
1661,0,já koupila10 čokolád a žádný sob..:D,2
1662,n,"Proboha to je zrůdnost... To jste teda hodně ulítli... Kontroverzní reklama je sice fajn a bývá úspěšná, ale to tento případ nebude...",0
1663,n,sračky nežeru,0
1664,p,To je dobrý!!! :D,1
1665,p,"ten jsme upekli ,moc chutnal.....na narozky..",1
1666,0,"Služba je dočasně nedostupná, prosíme opakujte akci později. Kód chyby: G 502",2
1667,0,"1383452836 Dcerka se spolužákem sbírali na čepky a připsali jim míň bodů, chybí jim 4, když tak děkujem",2
1668,0,"Soutěž skončila před chvilkou, byla tam chyba, samozřejmě, že konec byl 30.11.2012",2
1669,n,"To zajisté ano, protože pokrytí 7% České republiky je opravdu excelentní!",0
1670,0,"Nemaj to být nějaký číslovky? Jakože Moja je jedna, Tatu, nebo jak jmenovala je dva a tak??",2
1671,p,"Tak to je husty :) Gratuluju ;) iP ti vyhrál BB, jo? :))",1
1672,0,motorkářská restaurace Poděbrady-),2
1673,p,"Týpek spokojený, asi se hodně najedl, prodavačka taky spokojená, všichni jsou spokojení a tak to má být :-) :-D",1
1674,0,No a ještě jsou fidorky od Milky. V Rakousku jsme je kupovali (s Minies a dalšími novinkami) už v létě 2010.,2
1675,p,"Caprese beef je skvělý,jsem sice víc na kuřecí:-D ale tenhle mi chutná..a myslím,že ten obrázek není zas tak rozdílný od reality;-)",1
1676,p,ten jsem si objednala a je opravdu úžasný...,1
1677,n,já mám vynulované skore :((((( nevíte proč???,0
1678,p,To je nádhera!!!,1
1679,0,vemu si ji s sebou do hrobu,2
1680,0,"PETR KNOP!!! Co dostanu, ze jsem to uhodl?? :-D",2
1681,0,Nevím jak jsem tady přes telefon nemám počítač,2
1682,0,"Mh, a co to hovězí maso v cheesovi? To bude asi ze svíčkový :D",2
1683,0,"Tak jsem zkoušel ruční připojení.. Teď je to chyba 692 - Chyba hardwaru, nebo portu..",2
1684,0,"Mám podobný problém, ale prý už je to v řešení, tak uvidíme...",2
1685,n,"ty ceny jsou přemrštěné, nechcete ten svůj kapitalismus trochu regulovat?",0
1686,p,uz ho to foceni asi pekne unavuje :D <3 milacci jsou kouzelni,1
1687,p,Úžasná vůně........,1
1688,p,"Bože, to jsou miláčci :-*",1
1689,0,"Mně dnes volalo číslo 729930999 a na stránce Kdo volal jsem se dočetla,že je to něco s City kartou. Naštěstí byl mobil doma a já ne... :-)",2
1690,p,Tuto vůni buď milujete nebo nemůžete ani cítit ;) patřím do té první skupiny :-),1
1691,0,vůně hrobu se rovná vůni parfémů...:-))),2
1692,0,"Zajímalo by mě, kdy bude Belle pro Nokia C7 ? konkurence Vodafone, jí pro zákazníky již má....",2
1693,0,"Celkem usel :) a na silvestra asi nic, primo se zadne oslavy nezucastnim, ale asi budu fotit ty co slavi :)",2
1694,0,"pěkná dovča, nebo nový noťas,nebo playstacion, dietologa :) ježiši toho by se našlo :)",2
1695,n,"ale tak to jsem nevedel, ted uz jsem opravdu dopálen, takže i stížnost klidně napíši...",0
1696,0,ale nějakou maličkost by jim poslat mohli :-)))))),2
1697,0,protože mi umí zpříjemnit víkend!,2
1698,n,"Jo! To mě taky sere, proč si ty kluci musej sundat oblečení a ta Naďa ne?!",0
1699,n,"Nemám rád kosti a kůže a klouby schované pod strouhankou, proto u mně nevítězí KFC ale MCD.",0
1700,0,"zastavárna?myslím, že jde koupit slušný NOVÝ telefon-každý nebydlí u rodičů",2
1701,p,Krásný pusíček to je... :-*,1
1702,n,"Děláte chybu. I když chápu Vaši finální spokojenost, nepřijde Vám fatální, co vše jste musela podstoupit? :)",0
1703,0,"Ale Matěji, že tě to tak bere? :-D",2
1704,0,a učitelka kterou natočili jak si to rozdává se žákem měla trable a teď je to i jako reklama :-D,2
1705,0,"Dobrý den, chci se zeptat, kdy pokryjete signálem 3G, město Němčice nad Hanou, O2 i T-Mobile zde již 3G mají.Diky za odpověď",2
1706,0,"Paráda Petře, a to je nějaká retence od T-Mobilu??",2
1707,0,Dobrý den Prosím o info jak přehrát kontakty z E52 na SE xperia active,2
1708,n,"Radek DRIZGA-jaké máme štěstí že nikdo nekopíruje tebe, být tě víckrát .........no potěš",0
1709,p,"Díky, dotazník jsem právě vyplnila. Pěkný den",1
1710,p,Dal bych si:-),1
1711,p,to určitě ne...protože jste tam byli vážně milounký všichni i pan šéfik:)) jestli to byl on,1
1712,p,jsou nove hrnky vypadaji dobre,1
1713,0,Karle víc jak 8000 opravdu jde :),2
1714,p,Také přeji krásný večer.,1
1715,0,"tak s pěti asi nemám šanci, co? :)",2
1716,0,můžete mi prosím poradit na jaké číslo se volá pro operátora TM? Děkuji,2
1717,0,kruci..todle mi nedělejte..:D jen mrknu na ty obrazky a hned mam na to chut =D ...děs..=D,2
